Wed Mar 18 11:56:05 2020
--------------------------------------------------
Filename: COCu_ml_noseed_200_5k
Dataset size: 200
Target scaling: [0, 0]
Symmetry function parameters:
     G2_etas: [0.05       0.23207944 1.07721735 5.        ]
     G2_rs_s: [0, 0, 0, 0]
     G4_etas: [0.005]
     G4_zetas: [1.0, 4.0]
     G4_gammas: [1.0, -1]
     cutoff: 5.876798323827276
Device: cpu
Model: FullNN(
  (elementwise_models): ModuleDict(
    (Cu): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (O): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (C): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
  )
)
Architecture:
   Input Layer - 36
   # of Hidden Layers - 3
   Nodes/Layer - 30
Loss Function: <class 'amptorch.model.CustomLoss'>
Force coefficient: 0.04
Optimizer: <class 'torch.optim.lbfgs.LBFGS'>
Learning Rate: 0.1
Batch Size: 200
Epochs: 300
Shuffle: False
Train Split (k-fold if int, fraction if float): 5

Training initiated...
Epoch   EnergyRMSE    ForceRMSE    TrainLoss    ValidLoss     Dur
  163       0.0008       0.0596       0.0096       0.0029  7.9059
  164       0.0008       0.0598       0.0096       0.0029  7.5490
  165       0.0008       0.0591       0.0095       0.0028  8.0573
  166       0.0008       0.0593       0.0095       0.0028  8.0167
  167       0.0008       0.0590       0.0095       0.0028  7.8453
  168       0.0008       0.0588       0.0095       0.0028  7.7381
  169       0.0008       0.0581       0.0095       0.0027  7.9914
  170       0.0008       0.0579       0.0094       0.0027  7.8792
  171       0.0008       0.0578       0.0094       0.0027  7.8060
  172       0.0008       0.0581       0.0094       0.0027  7.9390
  173       0.0009       0.0575       0.0094       0.0027  7.5682
  174       0.0009       0.0577       0.0093       0.0027  8.0246
  175       0.0010       0.0594       0.0093       0.0028  7.6717
  176       0.0010       0.0590       0.0093       0.0028  7.6183
  177       0.0010       0.0585       0.0093       0.0028  7.9350
  178       0.0010       0.0583       0.0093       0.0027  7.5196
  179       0.0011       0.0578       0.0093       0.0027  7.6557
  180       0.0011       0.0573       0.0092       0.0027  7.6731
  181       0.0011       0.0571       0.0092       0.0026  7.7701
  182       0.0011       0.0564       0.0092       0.0026  7.5923
  183       0.0012       0.0565       0.0091       0.0026  8.1961
  184       0.0012       0.0567       0.0091       0.0026  7.6301
  185       0.0013       0.0569       0.0090       0.0026  7.9584
  186       0.0013       0.0574       0.0090       0.0027  7.9218
  187       0.0013       0.0570       0.0090       0.0026  8.1384
  188       0.0013       0.0575       0.0089       0.0027  7.7252
  189       0.0013       0.0574       0.0089       0.0027  7.6576
  190       0.0012       0.0568       0.0089       0.0026  7.7735
  191       0.0013       0.0572       0.0089       0.0027  8.1133
  192       0.0013       0.0576       0.0089       0.0027  7.6998
  193       0.0012       0.0574       0.0088       0.0027  7.8496
  194       0.0012       0.0579       0.0088       0.0027  7.9077
  195       0.0013       0.0583       0.0088       0.0028  7.8305
