Filename: COCu_morse_fix_200_5k_adamW_LJ
Dataset size: 200
Target scaling: [8.841315589518457, -527.7487172369373]
Symmetry function parameters:
     G2_etas: [0.05       0.09653489 0.18637969 0.35984284 0.69474775 1.3413479
 2.58973734 5.        ]
     G2_rs_s: [0, 0, 0, 0, 0, 0, 0, 0]
     G4_etas: [0.005, 0.01]
     G4_zetas: [1.0, 4.0, 6.0]
     G4_gammas: [1.0, -1]
     cutoff: 5.876798323827276
Device: cpu
Model: FullNN(
  (elementwise_models): ModuleDict(
    (Cu): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (O): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (C): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
  )
)
Architecture:
   Input Layer - 96
   # of Hidden Layers - 3
   Nodes/Layer - 30
Loss Function: <class 'amptorch.model.CustomLoss'>
Force coefficient: 0.04
Optimizer: <class 'torch.optim.adamw.AdamW'>
Learning Rate: 0.001
Batch Size: 25
Epochs: 1000
Shuffle: True
Train Split (k-fold if int, fraction if float): 5

Training initiated...
Epoch   EnergyRMSE    ForceRMSE    TrainLoss    ValidLoss     Dur
  147       0.0124       0.1226       0.0164       0.0076  1.6300
  148       0.0088       0.1239       0.0177       0.0069  1.7536
  149       0.0063       0.1248       0.0192       0.0066  1.8136
  150       0.0248       0.1212       0.0171       0.0120  1.6707
  151       0.0175       0.1191       0.0201       0.0087  1.6334
  152       0.0037       0.1280       0.0157       0.0067  1.7156
  153       0.0218       0.1198       0.0147       0.0105  1.7159
  154       0.0156       0.1228       0.0150       0.0085  1.7871
  155       0.0075       0.1204       0.0150       0.0064  1.7475
  156       0.0106       0.1208       0.0141       0.0070  1.6623
  157       0.0106       0.1208       0.0142       0.0070  1.6712
  158       0.0039       0.1211       0.0146       0.0060  1.8095
  159       0.0044       0.1206       0.0151       0.0060  1.7560
  160       0.0099       0.1188       0.0143       0.0066  1.8290
  161       0.0182       0.1203       0.0142       0.0091  1.7416
  162       0.0253       0.1192       0.0151       0.0121  1.7533
  163       0.0301       0.1228       0.0171       0.0151  1.6404
  164       0.0225       0.1166       0.0157       0.0105  1.6332
  165       0.0142       0.1153       0.0155       0.0073  1.7159
  166       0.0162       0.1181       0.0138       0.0082  1.8546
  167       0.0162       0.1181       0.0143       0.0082  1.8243
  168       0.0041       0.1180       0.0155       0.0057  1.6894
  169       0.0075       0.1187       0.0174       0.0062  1.7074
  170       0.0122       0.1174       0.0155       0.0070  1.6810
  171       0.0327       0.1226       0.0152       0.0167  1.7569
  172       0.0353       0.1185       0.0172       0.0181  1.7993
  173       0.0123       0.1226       0.0175       0.0075  1.8583
  174       0.0092       0.1171       0.0131       0.0063  1.7435
  175       0.0120       0.1136       0.0127       0.0066  1.7377
  176       0.0137       0.1149       0.0129       0.0071  1.6408
  177       0.0137       0.1149       0.0132       0.0071  1.6962
  178       0.0041       0.1155       0.0141       0.0055  1.8295
  179       0.0088       0.1187       0.0158       0.0064  1.7226
  180       0.0044       0.1149       0.0144       0.0055  1.6319
  181       0.0283       0.1138       0.0134       0.0132  1.6578
  182       0.0259       0.1157       0.0155       0.0121  1.8141
  183       0.0268       0.1141       0.0178       0.0124  1.7327
  184       0.0232       0.1131       0.0144       0.0105  1.6211
  185       0.0169       0.1139       0.0143       0.0080  1.6931
  186       0.0164       0.1136       0.0126       0.0079  1.7902
  187       0.0164       0.1136       0.0132       0.0079  1.6456
  188       0.0045       0.1121       0.0152       0.0052  1.7873
  189       0.0055       0.1129       0.0175       0.0054  1.7848
  190       0.0201       0.1112       0.0170       0.0090  1.6319
  191       0.0281       0.1148       0.0160       0.0132  1.6634
  192       0.0275       0.1112       0.0145       0.0125  1.7242
  193       0.0053       0.1115       0.0141       0.0052  1.7692
  194       0.0175       0.1142       0.0119       0.0083  1.7945
  195       0.0179       0.1112       0.0121       0.0081  1.6999
  196       0.0110       0.1100       0.0119       0.0060  1.5593
  197       0.0110       0.1100       0.0123       0.0060  1.6407
  198       0.0071       0.1103       0.0140       0.0054  1.6480
  199       0.0086       0.1122       0.0160       0.0058  1.7040
  200       0.0104       0.1094       0.0135       0.0059  1.6577
